"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"927",0,0,0,0,0,0,0,0,0.148372127597269,0,0,0.126761961142224,0,0.182898928752095,0,0,0,0,0,0,0.129323772041377,0
"928",0,0,0.376080480239266,0,0,0,0,0,0,0,0,0,0.142682797569605,0,0,0,0,0,0,0.176541661285653,0,0
"950",0,0,0,0,0,0.144420874279228,0,0.19228173747627,0,0,0,0.222597972934481,0,0.126908798444361,0,0,0,0,0,0,0,0
"951",0,0,0,0,0,0,0,0,0,0,0.186154926483656,0.355759064155831,0,0,0,0,0,0,0,0,0.126910299117872,0
"952",0,0,0,0,0,0,0,0,0,0,0.129671533927832,0.439246153318133,0,0,0,0.130268133737835,0,0,0,0,0,0
"954",0,0,0.125600791292741,0,0.165839273393042,0.342527269376985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955",0,0,0,0,0,0,0.13119340078825,0.211148595727595,0,0,0.142838148545265,0.125561211632403,0,0,0,0,0,0,0,0,0,0
"956",0,0,0,0.126061054565854,0,0,0,0.211120123574459,0,0,0.19757536008827,0.12733554079023,0,0,0,0,0,0,0,0,0,0
"957",0,0,0,0,0,0.144241247497375,0,0.201497881482794,0.125590099762078,0,0,0,0.160494716793572,0,0,0,0,0,0,0,0,0
"958",0.166874227333775,0,0,0,0,0,0,0,0,0,0,0.326676847592757,0,0,0,0,0,0,0,0,0.227376895817971,0
"959",0,0,0,0,0,0,0,0,0,0,0,0.622635136352685,0,0,0,0,0,0,0,0,0,0
"960",0,0,0,0.127666621810478,0.179696266730081,0.164456254850254,0.131944795864044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"961",0,0,0,0,0.446540920343753,0,0,0,0,0,0,0.193730012730095,0,0,0,0,0,0,0,0,0,0
"962",0,0,0,0.388021314555326,0,0,0.126263141758485,0,0,0,0,0,0.125596334194244,0,0,0,0,0,0,0,0,0
"984",0,0,0.205657326949899,0,0,0,0.239317878451722,0,0,0,0,0.258815065482057,0,0,0,0,0,0,0,0,0,0
"985",0,0,0,0,0,0,0,0,0,0,0,0.325135305832902,0.147524943407904,0,0,0,0,0,0.127136844083572,0,0,0
"986",0,0,0,0.211270066099122,0.125635191752169,0,0,0,0,0,0,0,0,0.163447983780051,0,0,0,0,0.127285194797903,0,0,0
"987",0,0,0,0,0,0.180356450410351,0,0,0,0,0,0.366747442609273,0,0,0,0,0,0,0,0,0,0.127118318841359
"988",0,0,0.394134399940371,0,0,0,0,0,0.201031586911886,0.131299104156282,0,0,0,0,0,0,0,0,0,0,0,0
"989",0,0,0.177745667993261,0,0,0,0,0,0.513735804016602,0,0,0,0,0,0,0,0,0,0,0,0,0
"990",0,0.152627748989465,0,0,0,0,0,0,0,0,0,0.51842845952049,0,0,0,0,0,0,0,0,0,0
"991",0,0,0,0,0,0.206116755773232,0,0,0,0,0,0.374584494567622,0,0,0,0,0,0,0,0,0.126337037078865,0
"992",0,0,0,0,0,0.223985994756786,0,0,0,0,0,0.142782592117151,0,0.159158265896132,0,0.13191675080536,0,0,0,0,0,0
"993",0,0,0,0,0,0,0,0,0,0,0,0.206522950883823,0,0.178998978283448,0,0.292259987852827,0,0,0,0,0,0
"994",0,0,0,0,0,0,0.220687655933822,0,0,0,0,0.50868482093008,0,0,0,0,0,0,0,0,0,0
"995",0,0,0,0,0,0.385963594994068,0.128874017577564,0,0,0,0.182503583827575,0,0,0,0,0,0,0,0,0,0,0
"996",0,0,0,0,0,0,0,0,0.225505849423367,0,0,0.293549339786385,0,0.195571733115081,0,0,0,0,0,0,0,0
"997",0,0,0,0.224327348465152,0,0,0,0.25,0,0,0,0,0,0.198963759325361,0,0,0,0,0,0,0,0.128453711312233
"998",0,0,0,0.201182948414595,0,0,0,0,0.169408503552219,0.126919727264911,0,0,0,0,0,0,0,0,0,0,0,0.143150814541514
"999",0,0,0,0,0,0.142966995222108,0,0,0,0,0,0.220134363369409,0,0.182823705120782,0,0,0,0,0.139362651168327,0,0,0
"1000",0,0,0.125501501121577,0.207092272990237,0,0,0,0,0,0,0,0,0,0.212026180212145,0,0,0,0,0.131513636824088,0,0,0
"1001",0,0,0,0.384872533685065,0,0,0,0,0,0,0,0,0,0.173538237710199,0,0.126233506337259,0,0,0,0,0,0
"1002",0.144778292692393,0,0.132392856343097,0,0,0,0,0,0,0,0,0.20997795027096,0.126531454603241,0,0,0,0,0,0,0,0,0
"1031",0.16773073712268,0,0,0,0,0.506536478639283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
