"sample_name","subclass","rmax","x","y"
1,"L6 PT",0.396817717446251,993.64486,239.2197715
5,"L4",0.604121944478903,96.02786,562.7590279
6,"L2/3 IT",0.650111179773114,1073.41771,917.7730439
7,"L2/3 IT",0.625619403846183,1097.78575,900.7173186
9,"Pvalb",0.693058025751998,237.11652,564.6141972
11,"L6 PT",0.618465592813448,152.67729,99.7055773
14,"L4",0.432364765919711,553.67919,613.0521607
16,"L4",0.678971785000815,1241.11454,695.3292601
18,"Pvalb",0.723921698339516,268.92201,438.0388875
19,"L4",0.617194391078204,325.25761,639.1878382
23,"L4",0.363541559495181,1046.53956,678.212812
24,"L6 PT",0.645084085684633,618.23532,208.206538
25,"L2/3 IT",0.618439300028842,273.84829,950.7575011
26,"Pvalb",0.69829883980586,1228.55835,882.0296147
29,"L5 PT",0.199958911053071,987.18095,460.2449089
30,"L6 PT",0.499048458313519,1219.18104,188.8899823
32,"L6 PT",0.499943779122441,389.55901,219.9562176
34,"Sst",0.504188040659671,564.00043,910.0618353
35,"L4",0.198896322145369,327.52012,553.1251501
36,"L5 IT",0.378372764829358,1268.83275,426.4545262
40,"L5 IT",0.378999488169817,1203.85858,338.0960579
43,"Pvalb",0.716280089788453,505.14695,432.4331188
46,"L6 PT",0.618428833084361,386.21408,315.6675128
49,"L2/3 IT",0.311597975439053,728.87482,805.27541
51,"Pvalb",0.622221442593412,416.81537,585.2907023
52,"L4",0.494211958156825,978.36982,781.7526849
57,"L2/3 IT",0.28722418672909,784.82812,866.9832267
58,"L4",0.498109832428,1120.00276,699.2807842
60,"L4",0.637641381984888,670.82788,630.6331572
61,"L4",0.528685803230955,519.20106,809.8479349
62,"Vip",0.38059483912681,339.23802,1015.0995832
65,"L5 IT",0.687370591244176,954.60017,538.5986111
67,"L4",0.2,526.82181,600.6540264
68,"Sst",0.664068988992901,116.3074,602.4187369
69,"L4",0.639845662837738,1051.95059,710.1801078
71,"L6 PT",0.390469736322349,122.15264,268.0653893
72,"L6 PT",0.631299084479304,334.97517,176.7707939
75,"L6 IT",0.654452785667532,541.8456,317.8049138
76,"Lamp5",0.27066978336308,481.46298,836.6264549
79,"L4",0.547809334604978,1021.93936,758.2503757
80,"L2/3 IT",0.650075516476766,762.60688,1016.0907727
82,"L6 PT",0.496554140127681,224.03623,215.3477018
84,"L6 IT",0.654203742330722,390.79086,279.2517339
85,"L5 IT",0.387608655394616,1211.84199,498.7620611
87,"Lamp5",0.709920970305754,935.99856,18.3202639
88,"L4",0.621417652429464,967.20207,646.8910469
90,"L4",0.48325203112893,422.03258,778.2153503
91,"L4",0.561479840910748,750.98199,936.480539
93,"Lamp5",0.486330760508215,1217.1111,1074.0470961
94,"L4",0.490325299701963,972.35754,757.2425215
97,"Pvalb",0.666717358548458,455.58782,519.4274342
99,"L4",0.46678519725562,1073.74409,662.963796
100,"L2/3 IT",0.527475966898724,1147.31319,938.0633282
104,"L6 PT",0.392371753955276,295.83067,184.9846258
105,"L4",0.353445048894151,468.76732,755.7840878
107,"L2/3 IT",0.640647900065915,682.81431,1001.4704796
111,"Sst",0.464962578732376,1111.00896,819.471041
113,"Vip",0.501337661081482,519.23578,927.4275625
115,"L6 PT",0.501189236977151,538.61283,177.7374305
116,"L6 PT",0.62842419830588,988.4793,95.7870441
117,"L5 PT",0.670606251992133,174.8006,508.9986948
120,"L6 PT",0.50339903058245,531.43161,156.4115344
121,"L6 PT",0.499964522704064,561.8157,148.7103889
122,"Lamp5",0.232135904394386,671.86571,941.4704885
124,"L6 IT",0.6564181519004,186.04084,192.578681
129,"L6 IT",0.645754639648959,1155.38849,215.4947236
132,"L2/3 IT",0.372315808995241,1058.27974,900.9089755
135,"L4",0.522774469032431,500.05205,724.5425756
137,"L2/3 IT",0.64240639128688,964.33189,1032.2652589
138,"L4",0.392819146237026,1213.09888,704.4901362
139,"Pvalb",0.319674783560448,331.07989,532.6108949
140,"L6 PT",0.520677308344222,239.14347,124.9146634
141,"L6 IT",0.649109387226544,1241.19456,140.5410055
142,"L6 PT",0.631278424334398,585.92059,239.9569072
148,"Vip",0.691603567736227,897.581,618.9953689
152,"L5 PT",0.508396521970209,1028.80757,406.043692
153,"L2/3 IT",0.50020177882661,751.56969,974.0698257
156,"L6 PT",0.502520365832881,603.07985,127.7110103
157,"L6b",0.360430039689845,894.34442,48.0760183
158,"L4",0.488064217069421,1008.11511,727.8990075
160,"L2/3 IT",0.624716841044621,117.78033,918.0660739
162,"L2/3 IT",0.306272801324402,1162.6335,1006.4436464
163,"L5 IT",0.515963941789417,784.67834,423.5771406
164,"L6 IT",0.672327613197477,224.80901,274.507596
165,"L6 PT",0.384435576659785,672.88859,270.9673636
166,"L4",0.374801713268558,154.25363,814.1976977
168,"L6 PT",0.505549768878164,429.52249,157.5759394
171,"L6 PT",0.502611583010146,220.38795,139.2987465
172,"L4",0.371857390558315,585.02331,800.0143249
173,"L2/3 IT",0.616616877695193,25.10146,889.9123906
175,"L2/3 IT",0.638478336224854,1274.88436,949.7200322
177,"L5 NP",0.499009574722443,463.98567,583.869558
180,"L6b",0.338879386221706,1154.14248,22.592345
181,"Pvalb",0.692338366826747,1206.89497,320.7339172
182,"L2/3 IT",0.384687185250636,82.48192,715.75395
184,"L4",0.483108045613854,321.2484,668.5186222
185,"L4",0.527392242383021,276.84665,773.5107925
187,"L2/3 IT",0.534039201805251,899.18582,1073.9905722
188,"L4",0.614529510357165,691.23528,698.0426005
190,"L6 PT",0.620390886518938,240.01372,219.9317882
191,"L5 IT",0.385490798673287,795.49956,350.5428786
193,"L5 PT",0.637342875530633,1064.56233,460.3262166
195,"L4",0.50053409094551,872.38135,728.285689
199,"Pvalb",0.656677981927694,1269.27829,152.9821209
200,"L2/3 IT",0.641965267370158,1290.19771,975.4910583
201,"L4",0.34727117570466,1136.51989,608.5104606
202,"L5 NP",0.653478029857889,436.68696,465.4904182
204,"L6 IT",0.669345263450471,1033.83165,180.5951259
206,"L6 PT",0.39178111433086,849.14464,144.8704517
207,"L2/3 IT",0.647922343617946,423.57246,977.2573765
208,"L6 PT",0.667528133444242,169.2713,247.3618503
214,"L6 PT",0.667325420079339,1045.26424,66.4447769
215,"L5 IT",0.624574144350979,1250.84553,367.071721
216,"Pvalb",0.711448313828986,103.50682,682.2309518
217,"L6 IT",0.650484567930405,859.11159,330.3071903
219,"L2/3 IT",0.636305124701102,108.21123,912.8748935
220,"L6 PT",0.644475530394742,1106.47966,114.5410825
221,"L6 IT",0.614493863801227,228.93251,290.6267647
223,"L6 PT",0.505719461696337,831.1722,288.2475974
225,"Lamp5",0.442674910001069,1088.13454,566.1253849
226,"L6 IT",0.63440691148139,132.73095,317.2561633
228,"L2/3 IT",0.668650283161097,1154.80394,908.714866
230,"L5 IT",0.285066672844028,795.91727,654.6381698
231,"L5 PT",0.531198095942112,427.24044,524.1281554
232,"L5 PT",0.560496738241669,468.45792,501.4011813
240,"L6 PT",0.387729874247747,1102.52059,79.7047135
242,"L6 IT",0.638798192716316,1115.62418,242.2370233
244,"L2/3 IT",0.628642034087692,181.33997,983.0852638
246,"L5 IT",0.319773776582734,995.78087,26.9054901
247,"L4",0.331963570503499,782.89267,615.0796916
248,"L2/3 IT",0.529459352595259,654.49364,969.0627938
249,"Lamp5",0.418900348511306,1225.94685,1078.3893975
251,"Sst",0.518344476264203,998.98394,589.9529527
252,"Lamp5",0.420275437428986,50.39904,1120.8353945
254,"L6 PT",0.505500447810737,276.79505,101.0295412
255,"L4",0.631864793207448,159.63834,625.5337446
256,"Pvalb",0.641744011593378,1057.60563,500.8636352
258,"L5 IT",0.547330875700654,1026.01342,493.6836912
260,"L5 IT",0.378811539396633,569.48453,511.3284796
261,"L4",0.510412690657115,610.58465,840.6454111
262,"Pvalb",0.672842648296793,521.91386,188.2136243
263,"Pvalb",0.385745423487282,640.2476,792.239013
265,"L4",0.627300897322855,1236.2833,661.8480236
266,"L5 PT",0.472361724170451,517.15532,551.4459656
268,"L2/3 IT",0.506873725295108,83.89404,933.7724291
270,"L5 IT",0.482781398044431,235.88675,589.9554098
275,"L4",0.650728565159376,1140.55135,693.9515828
278,"L2/3 IT",0.376211208560223,1245.24293,723.8153619
282,"L6 IT",0.620987571399443,389.34344,121.0732844
283,"L5 PT",0.692899557800797,1173.76176,511.3026235
284,"L4",0.350855334861088,955.11126,800.4464716
286,"L2/3 IT",0.522707699984078,1063.0675,812.0434321
287,"L2/3 IT",0.28244756986127,1248.80609,737.0040328
291,"L6 PT",0.628208211604891,372.23883,213.7423793
294,"L2/3 IT",0.621917552469914,836.24606,933.6335272
296,"L6 PT",0.394736922912815,1020.95952,192.178481
298,"L2/3 IT",0.351117180373991,298.41,911.4488625
303,"L2/3 IT",0.624820078003832,619.34615,1000.8495425
305,"L4",0.635259379074449,1254.11437,655.4475287
306,"L5 PT",0.491481116081669,830.89303,541.1010997
308,"L4",0.366242896720707,513.92017,761.5337258
309,"L5 IT",0.690196346207305,533.68906,480.0189415
311,"L4",0.628080317760398,942.68569,653.8660302
313,"L5 IT",0.386950083922346,498.85357,577.1622349
314,"L5 IT",0.579262728755644,466.90866,605.9082679
315,"L5 IT",0.662508712185497,931.50564,417.7457063
316,"L4",0.474195611652751,1128.37181,592.6754036
317,"L6 IT",0.635418030398355,306.94766,306.0578396
318,"L6 PT",0.640977436314943,1154.34083,197.3378654
322,"L6 PT",0.625710874115579,409.23474,141.5947891
323,"L4",0.632204012997124,769.76082,668.4526919
326,"L5 IT",0.564667898934186,398.42772,383.7070064
327,"L5 PT",0.645928771048902,606.90701,574.82051
328,"Lamp5",0.491238069022241,1073.60022,851.9798647
332,"Lamp5",0.243198839606817,1153.03436,1122.203323
335,"L5 PT",0.489686740871849,899.56274,567.8197911
339,"Lamp5",0.459378555850388,587.66826,878.5685978
340,"L6 PT",0.385064139708428,574.79332,190.461285
341,"L4",0.48838403359888,84.68015,650.9943333
342,"L6 IT",0.662767569494389,1014.20836,358.2254524
345,"L2/3 IT",0.644348680560562,223.31031,999.0179667
347,"L6 IT",0.628059115327539,859.85143,223.0125181
