"cell","x","y","query.cluster","match.cell2cluster","rmax.cell2cluster","subclass","broad_class"
"7322",678.872524,432.0564169,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.0740667389404011,"L5 IT","Ex"
"7323",696.428705,448.298981,"query.iter2_cl2","cl97_i57_Pdyn_Sst",0.159402077158934,"Sst","Inh"
"7324",705.768533,446.0816546,"query.iter3_cl6","cl32_n118_Opalin_Oligo",0.0286478195433566,"Oligo","Glia"
"7344",0,36.1373382,"query.iter3_cl1","cl247_e20_Pah_L5_IT",0.0023140595418392,"L5 IT","Ex"
"7345",32.402761,50.9814434,"query.iter3_cl1","cl70_e70_Abca12_L5_NP",0.00874336270841992,"L5 NP","Ex"
"7346",49.015889,59.9893864,"query.iter3_cl3","cl4_e253_Lgmn_L5_IT",0.314265546617935,"L5 IT","Ex"
"7348",71.847593,74.3142233,"query.iter3_cl5","cl48_e91_Csgalnact1_L6_IT",0.157526308113051,"L6 IT","Ex"
"7350",113.028771,98.5971566,"query.iter3_cl1","cl1011_n13_Enpp6_Oligo",0.0218347957521445,"Oligo","Glia"
"7351",121.033426,108.8358419,"query.iter2_cl0","cl93_i58_Sln_Lamp5",0.0747949111423099,"Lamp5","Inh"
"7352",130.68834,109.2626671,"query.iter3_cl1","cl177_n30_Slc8b1_Astro",0.00894117135049995,"Astro","Glia"
"7353",165.130654,126.0640472,"query.iter2_cl2","cl97_i57_Pdyn_Sst",0.166624396197806,"Sst","Inh"
"7354",165.279674,133.4839891,"query.iter3_cl3","cl74_e68_Napsa_L6b",0.313640344467062,"L6b","Ex"
"7355",214.108205,158.3962377,"query.iter3_cl0","cl228_e21_Rev1_L6_CT",0.077683497116913,"L6 PT","Ex"
"7356",226.656508,159.9477208,"query.iter3_cl3","cl17_e147_Gng12_L6_CT",0.314884514498043,"L6 PT","Ex"
"7357",269.231317,189.6172715,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.0747949111423099,"L5 IT","Ex"
"7358",281.977955,191.9872178,"query.iter3_cl6","cl32_n118_Opalin_Oligo",0.0286478195433566,"Oligo","Glia"
"7359",293.613029,205.2919051,"query.iter3_cl0","cl4_e253_Lgmn_L5_IT",0.0740667389404011,"L5 IT","Ex"
"7360",301.743155,212.5347846,"query.iter3_cl3","cl167_e33_Efcc1_L6_CT",0.316705027244092,"L6 PT","Ex"
"7362",323.724951,216.1609613,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.0755206855244186,"L5 IT","Ex"
"7363",328.006657,222.5074728,"query.iter3_cl1","cl41_n102_Selplg_Macrophage",0.00778211413921992,"Macrophage","Glia"
"7364",361.022205,239.8971164,"query.iter3_cl3","cl1008_e40_NA_L5_IT",0.169222586298105,"L5 IT","Ex"
"7365",398.427721,270.7442833,"query.iter3_cl6","cl1011_n13_Enpp6_Oligo",0.029520194662656,"Oligo","Glia"
"7366",403.912076,266.9970565,"query.iter3_cl5","cl48_e91_Csgalnact1_L6_IT",0.157526308113051,"L6 IT","Ex"
"7367",421.028085,273.7635094,"query.iter3_cl1","cl16_n148_Cml3_Astro",0.00835323528307596,"Astro","Glia"
"7368",438.360245,289.3922694,"query.iter3_cl5","cl46_e95_Npc1l1_L5_IT",0.029520194662656,"L5 IT","Ex"
"7369",538.205426,345.3137027,"query.iter3_cl2","cl197_e24_Cfap54_L23_IT",0.0755206855244186,"L2/3 IT","Ex"
"7370",607.352027,385.2878553,"query.iter2_cl0","cl119_i46_Ccdc38_Pvalb",0.0290835611117026,"Pvalb","Inh"
"7371",621.148537,395.6794031,"query.iter3_cl1","cl41_n102_Selplg_Macrophage",0.0703904395052166,"Macrophage","Glia"
"7372",664.136423,417.5947741,"query.iter3_cl3","cl214_e22_Rttn_L6_CT",0.309752150585928,"L6 PT","Ex"
"7373",692.103879,439.8723236,"query.iter3_cl5","cl46_e95_Npc1l1_L5_IT",0.0769649899895016,"L5 IT","Ex"
"7374",725.716787,453.1885438,"query.iter3_cl7","cl44_e96_Chrna6_L5_PT",0.0286478195433566,"L5 PT","Ex"
"7388",12.023611,33.4670629,"query.iter3_cl6","cl1011_n13_Enpp6_Oligo",0.00975016725948471,"Oligo","Glia"
"7389",33.997026,38.4014384,"query.iter3_cl4","cl1008_e40_NA_L5_IT",0.169222586298105,"L5 IT","Ex"
"7390",63.515564,66.176998,"query.iter3_cl7","cl214_e22_Rttn_L6_CT",0.00722842678394619,"L6 PT","Ex"
"7393",136.504787,111.5977702,"query.iter3_cl5","cl1008_e40_NA_L5_IT",0.077683497116913,"L5 IT","Ex"
"7395",156.188022,123.102254,"query.iter3_cl3","cl214_e22_Rttn_L6_CT",0.316104155653904,"L6 PT","Ex"
"7396",164.465587,117.0865391,"query.iter3_cl3","cl106_e50_Dlc1_L6_CT",0.311726269365719,"L6 PT","Ex"
"7397",180.003055,136.3162224,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.0798243197861227,"L5 IT","Ex"
"7398",185.722278,132.305414,"query.iter3_cl3","cl228_e21_Rev1_L6_CT",0.317889351564814,"L6 PT","Ex"
"7399",220.226366,151.2386107,"query.iter3_cl0","cl44_e96_Chrna6_L5_PT",0.311726269365719,"L5 PT","Ex"
"7400",245.660069,173.3238563,"query.iter3_cl3","cl27_e121_Gadd45a_L6_CT",0.5,"L6 PT","Ex"
"7401",253.295655,169.0845121,"query.iter3_cl1","cl1011_n13_Enpp6_Oligo",0.0277791834561747,"Oligo","Glia"
"7402",256.315845,175.5204075,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.164859648656339,"L5 IT","Ex"
"7403",301.916566,197.8534878,"query.iter3_cl6","cl32_n118_Opalin_Oligo",0.0093421631609188,"Oligo","Glia"
"7404",309.487946,201.6865627,"query.iter3_cl5","cl187_e26_Teddm2_L6_CT",0.00874336270841992,"L6 PT","Ex"
"7405",318.890143,209.0953112,"query.iter3_cl3","cl187_e26_Teddm2_L6_CT",0.167496909335099,"L6 PT","Ex"
"7406",329.008929,206.3466236,"query.iter3_cl0","cl214_e22_Rttn_L6_CT",0.310417054198246,"L6 PT","Ex"
"7407",334.900306,214.9614047,"query.iter3_cl3","cl156_e35_Gpr139_L6_CT",0.316104155653904,"L6 PT","Ex"
"7408",354.39628,229.9286705,"query.iter3_cl5","cl46_e95_Npc1l1_L5_IT",0.029520194662656,"L5 IT","Ex"
"7409",371.657015,241.9399747,"query.iter3_cl5","cl4_e253_Lgmn_L5_IT",0.163068098305664,"L5 IT","Ex"
"7411",418.746154,268.4099184,"query.iter3_cl2","cl226_e21_TrnL1_L23_IT",0.170075895909286,"L2/3 IT","Ex"
"7412",431.935308,274.2566191,"query.iter2_cl0","cl115_i47_Rny1_Pvalb",0.0303959718230489,"Pvalb","Inh"
"7413",497.527139,313.7283709,"query.iter3_cl5","cl152_e35_Elf2_L5_IT",0.311075054366876,"L5 IT","Ex"
