"cell","x","y","query.cluster","match.cell2cluster","rmax.cell2cluster","subclass","broad_class"
"1341",7812.6189473513,18236.2553962676,"query.iter3_cl1","cl8_e168_Adam8_L6_IT",0.0148635916530273,"L6 IT","Ex"
"1342",4159.68496187379,14541.1923898962,"query.iter3_cl12","cl167_e33_Efcc1_L6_CT",0.0819178376258774,"L6 PT","Ex"
"1343",10965.5344279558,3765.64557629238,"query.iter3_cl6","cl17_e147_Gng12_L6_CT",0.011592801747368,"L6 PT","Ex"
"1344",14952.3880711694,10189.9159848248,"query.iter3_cl1","cl8_e168_Adam8_L6_IT",0.0100683757751732,"L6 IT","Ex"
"1345",5939.5624154974,13577.2752840239,"query.iter3_cl6","cl8_e168_Adam8_L6_IT",0.0183795469744811,"L6 IT","Ex"
"1346",5489.191441622,12086.0638473548,"query.iter4_cl2","cl18_i146_Car4_Vip",0.0202119896684543,"Vip","Inh"
"1348",9786.96462796649,19249.2697833913,"query.iter2_cl0","cl213_i22_Dnhd1_Pvalb",0.0425499662578354,"Pvalb","Inh"
"1349",13406.408178304,8529.20644044885,"query.iter3_cl1","cl44_e96_Chrna6_L5_PT",0.016594530106363,"L5 PT","Ex"
"1352",11810.8100378995,9805.27148589645,"query.iter2_cl3","cl166_i33_Has2os_Sst",0.016594530106363,"Sst","Inh"
"1355",14993.5686752409,4893.13742968223,"query.iter3_cl10","cl74_e68_Napsa_L6b",0.016594530106363,"L6b","Ex"
"1357",17407.1844044589,8178.52693530814,"query.iter3_cl0","cl111_e48_Zar1l_L23_IT",0.0183795469744811,"L2/3 IT","Ex"
"1360",9559.48892880355,13774.2341039857,"query.iter3_cl6","cl214_e22_Rttn_L6_CT",0.0183795469744811,"L6 PT","Ex"
"1361",12745.7659033362,5934.83967711286,"query.iter3_cl10","cl162_e33_Gpr52_L6_IT",0.0183795469744811,"L6 IT","Ex"
"1362",13214.7409542591,4214.28721080774,"query.iter3_cl9","cl18_i146_Car4_Vip",0.0183795469744811,"Vip","Inh"
"1364",16640.6328247061,4663.19147097669,"query.iter2_cl4","cl132_i43_Fbn1_Vip",0.0650668408440342,"Vip","Inh"
